comentario,nota
"Es muy paciente y trata muy bien a los estudiante que tienen dudas, se esmera por resolver preguntas. En general las clases son buenas y es muy claro en los temas a tratar. Hace experimentos para fortalecer los temas aprendidos y se guiá mucho del libro de Griffiths. Pros: Buena gente",4.2
"Muy buen profesor de laboratorio, se aseura de que los estudiantes entiendan las expliucaciones tanto teoricas como experimentales de todo el laboratorio, sin embargo hay que saberlo tratar y no hacerlo enojar, puede ser extremadamente odioso si quierePros: excelentes explicaciones ampliconocimiento de los temasCons: puede ser muy rabón",4.5
"Este señor tiene serios problemas manejando la autoridad, es común escuchar comentarios machistas y muy fuera de tono en sus clases, considera cualquier menor incidente en clase producto de conspiraciones para boicotear su clase. Aunque explica bien, no volvería a tomar un curso con el, su irrespeto es desbordado y es una lástima que la universidad haya decidido hacerse la de la vista gorda frente a los abusos de este señor los cuales en cualquier otro lado le hubieran no sólo costado su puesto sino que le hubieran llevado a tener problemas legales.Pros: Explica excelentemente Cons: Faltas de respeto hacia los estudiantes cada clase",1.0
"Es un duro, sabe muchisimo. pero es despectivo, los parciales (taller de electricidad) son duros, sus ejercicios abarcaran temas que ningun grupo ve en magistral. es un nivel muy alto.Pros: Sabe mucho
la asistencia es un 50% (de taller)Cons: Grosero
No se detiene NUNCA",2.0
Tiene dominio del tema pero va a toda carrera y se centra en el.tablero. califica duro los parciales y en ocasiones se ofende cuando algún estudiante formula preguntas  qie pueden ser complicadas para el de responderPros: Bastante conocimientoCons: En ocasiones muestra arrogancia al contestar dudas,3.4
"Excelente profesor, explica todo muy bien y es muy apasionado por el tema, esta siempre presto a ayudar y colaborar aun si no se es estudiante de el, es uno de los mejores profesores con los que he tenido clase, lo recomiendo mucho, me motivo mucho a seguir con mi carrera de Físico",5.0
"El profesor explica regular, si se tiene un buen profesor de taller se suple la falencia, los parciales son en parejasPros: Parcial en parejaCons: Estudio autonomo",1.9
"Muy buen profesor. Sabe de los temas que habla y mas importante todavia, sabe como transmitirlos correctamente a los estudiantes. Por lo general da una pequeña introduccion interesante al tema, luego, da las clases justas al tema haciendo al final de cada clase una corta charla en la que deja  deja alguna incognita abierta. Suele dar consejos para la carrera y la vida profesional e invita a apasionarse por algun tema de la fisica especifico. Pros: Exelente pedagogia al enseñar. inspira pasion hacia los temas,",4.0
"Es un buen profesor, se nota que tiene muchos conocimientos sobre el tema, sin embargo en ocasiones se enreda al momento de explicar. Apesar de ello es un buen profesor trata de hacer una clase amena con herramientas audiovisuales, experimentos, etc, los cuales ayudan al estudiante a comprender conceptos físicos. Tiene muy buena actitud en la clase...
Leer más...",4.3
"Excelente profesor. tiene un excelente dominio del tema y es muy organizado preparando y dictando sus clases. Además si uno le trabaja a la materia da muchas alternativas para poder subir la nota como quices sencillos y talleres.Pros: Buen dominio de la materia
Orden
No es difícil pasarCons: Ninguno",4.9
"Es muy buena gente y sus parciales son bastante fáciles. Sin embargo, la clase magistral es bastante aburrida ya que solamente se dedica a leer las diapositivas.Pros: -Parciales fáciles
-AmabilidadCons: -Clase aburrida",3.5
"El profesor es bueno, sus parciales son similares a los talleres que deja, las clases son amenas, el profesor hace que uno no se duerma, los que cuidan los parciales son los monitores",4.0
"Un profesor con enorme saber, generalmente abierto al debate de cualquier tipo, con clases admirables que transmiten el amor por la ciencia. Se le puede preguntar casi de cualquier cosa a fin de abrir la discusión.Pros: Tiene en cuenta participación en la clase solo de forma positiva
Complementa la exposición de los estudiantes de forma concreta (en cuanto a información).Cons: Suele interrumpir de forma constante las exposiciones.
La nota depende en un (estimado) 90% de los parciales.",4.5
"Es un profesor que demuestra que le gusta mucho la física y en especial la astronomía. En general es un buen profesor aunque a veces se enreda explicando y los estudiantes no entienden muy bien lo que está explicando. Los parciales son cascadores y él muchas veces se equivoca haciéndolos entonces se puede reclamar para que el punto se válido para todos. Sus clases pueden ser interactivas ya que usa mucho material audiovisual y a la vez intenta traer materiales del laboratorio para hacer experimentos en la clase magistral. Pros: Es muy puntual y entrega los parciales en las fechas establecidas. Si se equivoca acepta el error y le pone punto positivo a toda la clase. Cons: Es un poco grosero cuando lo ponen de mal genio, pero en general no hay muchas cosas negativas de él,",4.5
"Pros: Es una chimba de persona y explica supremamente bien para ser una clase de auditorioCons: Lo paila fue el man que me dicto laboratorio, era una cuchilla y nada, mala suerte si le toca con Jose Edgar Alfonso",5.0
"El profesor Robel es lo máximo, se aprende demasiado con él; en especial lo recomiendo para los físicos. 
Hace tres parciales manejables, y al final un ""proyecto"" que vale en 10 %. La única mancha del curso es la clase de taller, la cual corresponde a la profesora Vaquero; son clases aburridas, escueleras, no se aprende nada, máximo explica un par ...
Leer más...",5.0
"El profesor es... normal. Vi laboratorio con él y si bien es cierto ene los laboratorios no se explica mucho porque se supone que se aplica lo visto en la materia teórica, siempre es importante explicar ciertas cositas, y aveces lo hacía, a veces no. Nos pidió una cartilla que hizo otro profesor, y en eso nos basamos para las prácticas, y algo que me pareció interesante, era que los grupos eran de 3 personas, y cada alumno tenía que hacer 3 informes, es decir, los informes no se entregaban en grupo sino individual, pero se rotaban, no es que todos hicieran el mismo informe. Eso evitaba problemas. Algo muy importante es que hay que llevar una muy buena bitácora... colores y buenos dibujos de ser necesario, es de lo más importante.",3.0
"Un teso, es el mismo profesor que dicta la famosa Galileo y mejor amigo de Antanas Mockus. Las clases con él fueron bastante interesantes. Al inicio del semestre, el profesor propone una serie de temas concernientes a la filosofía de la ciencia, en base a los cuales se forman los grupos de trabajo. Da una ""nota representativa"" de participación en clase, y para finalizar hace un parcial bastante fácil.
Cons: Como se promueve el debate en clase, a veces los compañeros se extienden mucho haciendo sus ""aportes"".",5.0
"En general el profesor es muy bueno. Es claro a la hora de explicar y las clases son muy amenas; siempre deja material para estudiar y los parciales son muy fáciles. Sin embargo, hay que tener cuidado a la hora de inscribir con él, porque dependiendo de si le toca magistral en auditorio o en salón, es una persona totalmente diferente. Cuando tiene ...
Leer más...Pros: -Parciales fáciles
-Clases divertidas
-Canta vallenato en los parciales
-Es muy paciente a la hora de resolver dudas
-Canta vallenato en los parciales
-Si dicta las tres partes de la materia, a veces coge una de las clases, así sea laboratorio, para hacer ejercicios para estudiar para los parcialesCons: -Molesta mucho por la llegada tarde (después de 5 minutos no puede entrar)
-Las diapositivas están muy desordenadas (esto no es un problema si la magistral es en salón, porque explica en el tablero)
-La materia es mucho más difícil si dicta en auditorio
-Es muy susceptible y cuando se pone de mal genio, la clase es muy fastidiosa",4.5
"Buen profesor, siempre dispuesto a resolver dudas y a hacer críticas constructivas. Es laxo al calificar y se requiere hacer bastantes informes, que no son muy dificilesPros: arriba Cons: La clase es aburrida a veces",5.0
"Buen profesor, da bonos en los parciales y califica suave, aunque esto puede ser algo perjudicial para la preparación de informes y bitácora en próximas materias lo cuál puede dejar bases poco sólidas. Deja buenas guías para preparar los laboratoriosPros: - Amable
- Agradable
- BonosCons: - Al ser más relajado en general en calificaciones puede generar bases regulares para próximas materias experimentales
- Más experimentos",4.5
"Es un profesor excelente, el único problema es que no enfatiza en muchos temas del curso, lo cual puede llegar a ser perjudicial para materias mas avanzadas en la carrera de física. Pros: Explica muy bien todos los temas en los que enfatiza.
De cierta manera provoca un gusto profundo en los estudiantes con toda la visión de la física que muestra en el curso.Cons: Medio semestre enfatizo solo en vectores.
El monitor asignado en taller es algo porquería, colocaba ejercicios mas difíciles que los que colocaba el profe robel en los parciales.",4.5
"Es un profesor excepcional, muy carismático y que denota un interés infinito por lo que hace. Tuve la oportunidad de siendo estudiante de ciencias sociales ver una clase electiva con él, su forma de explicar era muy clara y didáctica, los materiales audiovisuales con que presenta su materia son excelentes, y demuestran el conocimiento que tiene y el cariño que le tiene a sus materias. Sin duda uno de los mejores profesores que pude tener en mi carrera.Pros: Comprometido, apasionado con lo que hace. Infunde, en sus estudiantes, interés por las materias que explica Cons: .",5.0
"muy mal profesor, no explica mucho en realidad so se llega a aprender algo es por taller, es muy fácil pasarla y dejarla muy alta pero no se aprende mucho y se sale muy mal preparado para los próximos cursos.Pros: facilCons: no se aprende nada y al final la nota es a consideración de el.",2.0
"Un profesor fantástico, lo recomiendo para cualquiera que se interese por la física teórica, sus clases son algo inolvidable y logra hacer sus clases muy interesantes y creativas sin perder rigor.Pros: Demasiados para enumerarlos",5.0
"Un profesor muy amable. Las clases son entretenidas y prepara a sus estudiantes para adentrarse en el mundo de la física de una manera correcta. Sin embargo, el tiempo no alcanzó para tocar el último tema a profundidad (momentum angular). Los parciales no son difíciles si se estudia como él sugiere durante las clases.Pros: Muy amable
Califica justo
Atento a que sus estudiantes aprendanCons: Me han dicho que con otros profesores se ven temas más densos en la misma materia",5.0
"Un profesor agradable, que trata de hacer la clase didáctica pero precisa. Deja varios talleres, y los parciales son de lo más divertido :)Pros: Clase entretenida, claridad en los conceptos.
Es fácil dejarla alta
Parciales fáciles y agrdabales de hacerCons: A veces la clase se desvía un poco del tópico",5.0
"Es muy egocéntrico y siempre decía que le preguntaran por correo pero no revisa nunca el correo hasta final de semestre.
Pero como profesor, me atrevo a decir que es de los mejores, enseña no tanto como para ingenieros sino como para físicos pero aún así enseña muy bien y todo.Pros: Sus parciales son los talleres que pone.Cons: Pone un millón de talleres que toca entregar cada semana (si te toca taller con él)",4.0
"Es un profesor de la más alta calidad. Se esfuerza por que todos los estudiantes aprendan con rigor, además que se extiende el tiempo necesario y suficiente para aclarar cualquier duda. En cuanto a la forma de explicar, creo que es una de las mejores de la universidad, es calmada, pero con emoción. Siempre abre puertas a otras área del conocimiento, además que cada clase es un episodio de la asignatura que nadie quisiera perderse. Como persona es muy justo al calificar, creo que demasiado justo, sin embargo, eso lleva a que se demore un tanto para entregar los parciales. Eso sí, ayuda bastante y es muy difícil no sacar buenas notas con él.Pros: Muy amable, con gran conocimiento y esencialmente justo calificando.Cons: Ninguna",5.0
"Me gustó el enfoque que le da a la materia, le interesa que el estudiante tenga la capacidad de analizar los fenómenos físicos que se estudian.
Si vas a meter con el es importante que le pongas la flechita arriba a los vectores y tengas claro la teoría.Pros: No hay que ir a las clases magistrales, ver las diapositivas del moodle es suficiente.
Sus parciales son interesantes.Cons: Ver los videos del universo mecánico, son del siglo pasado, a pesar de ser interesantes, uno pierde mucho tiempo viendolos y resumiendolos.",5.0
Muy regular. No parece comprometerse con su profesión y cuando siente que puede humillar a alguien lo hace. Exige pero no cumple. No aporta nada novedoso o interesante.,1.6
Pros: Enseña muy bienCons: Califica muy duro,4.8
No sabe explicar Pros: TodoCons: Nada,1.5
"Vi el laboratorio de mecánica con él (así que no conocí su verdadera naturaleza), las prácticas eran entretenidas, no había que hacer informes sino guías que el hacía, en general le puso notas buenas a todo el grupo.
Fue fácil, la parte de laboratorio de la materia lo dejé alto.Cons: Es algo vago y poco dispuesto a resolver dudas.",2.5
Se puede pasar alta sin aprender nada. Ya si se aprende o no depende del estudio autónomo de las personas. Califica suave.,2.9
"Buen profesor. Al momento de explicar temas siempre busca ejemplos más fáciles de entender y en los talleres explica con ejemplos muy didácticos. Se nota su interés en la astronomia.Pros: Explicaciones claras
Ejemplos didácticos
Clases nada aburridasCons: En ocasiones llega tarde",4.8
"El me dicto taller y solo pasaba a los estudiantes al tablero a resolver los ejercicios y a partir de ahí sacaba las notas. En general es flojo, le gusta humillar a sus estudiantes y no aporta nada diferente a lo visto en la magistral.  Pros: Es fácil.Cons: Es vago y prepotente.",3.0
"Excelente profesor, un duro en el asunto, se aprende mucho en este curso y es un amor de persona. Hay cuatro parciales (con un punto adicional de +1.0) que evalúan de manera justa lo visto en clase, y al final se debe presentar un proyecto final. Las clases soh chéveres e interesantes a mi parecer, explica muy bien y si hay dudas procurará aclararlas; recomiendo no faltar a clases, ya que se pierde uno mucho en los temas, especialmente en la recta final. Se puede dejar alta si se trabaja, pues exige, aunque no es muy extenuante. 
Muy recomendado.",4.5
"Andrés es un profesor que exige demasiado en una manera agradable. En Física 2 metió terror por sus comentarios pero con el tiempo calificaba normal , de manera justa, explicó mucho contenido y se debe estudiar bastante. Es pedágogo y se percibe su motivación en clase , lo cual la hace un poco más amena.",4.0
"Excelente profesor, se nota la pasión por lo que hace y lo transmite a los estudiantes.
Deja todos los temas claros y ayuda a que se tengan diferentes puntos de vista, y a que se razone el por qué de las cosas. Sus exámenes son bastante justos.
Aclara todas las dudas, es un amor de persona.
Además cuenta anécdotas que hacen divertida la clase, y cr...
Leer más...Pros: Se puede dejar nota alta.",5.0
"¡Recomendadísimo!
Es un excelente profesional. Tiene un gran manejo de su área de conocimiento. Realmente le interesa que el estudiante aprenda. Es cordial y muy humano...Nunca te aburrirás en sus clases.",5.0
"Es un profesor con una metodología de clase peculiar, tiene dominio del tema y deja una pagina web para resolver ejercicios y de allí saca los parciales. 
En el laboratorio siempre entrega una guía en donde toca entregar una parte en clase y el resto del informe en la siguiente sesión. Es un poco exigente al calificar laboratorios.
Requiere estudio autónomoPros: Con que haga los ejercicios que el profesor deja en la pagina web, los parciales serán sencillos porque los saca de ahíCons: Se enreda explicando",3.2
"El profesor prepara bien las clases y se esfuerza por enseñar el problema es que la clase es en un auditorio y es complicado concentrarse y por esos no siempre se aprende.
Pros: -Llega temprano.
-Hace reirCons: Las clases se centran en las diapositivas y a veces es difícil concentrarse.",4.0
Pros: Ayuda mucho con las notas y a comprender los temas.,5.0
"El profesor se esmera por enseñar y hacer que todos entiendan la temática del curso, trabaja con diapositivas que saca del libro del Serway. Los parciales son sacados de los ejercicios del libro y generalmente repite parciales de semestres pasados. Cambia un número o dos respecto a los parciales de los lados para evitar copia y suelen ser cortos y ...
Leer más...Pros: Parciales sencillosCons: Un sólo libro guía.",4.1
"buen profesor, clases interesantes y en la mayor parte entretenidas",4.5
"El profe explicaba mas o menos. Trataba de hacer su clase dinámica pero no lo lograba mucho, y siempre era aburridita. Los temas los explicaba como por encima, digamos que uno no entendía muy bien y tenia que estudiar a parte, y no había mucho espacio para resolver dudas porque la materia se veia en un auditorio con muchas personas más. En los parc...
Leer más...",3.5
"La metodología de esta clase está diseñada para que los estudiantes preparen la teoría antes de llegar al laboratorio y esto hace que uno pueda aprovechar mucho más la clase. Me gusta mucho que el es consciente de que solo aquel quién entiende bien el tema es capaz de explicarlo en palabras simples, algo que se me hace importante recordar como profesional Pros: Mucha experiencia en este curso",3.9
Pros: Sus clases son dinámicas y uno aprende mucho,3.9
"Pros: -Mucha experiencia en el tema
-La salida de campo Cons: -habla muy pasito 
-la edad ya le pesa",4.5
"La clase demanda mucho tiempo, en una tarea uno se puede demorar 8 horas  fácilmente, sin embargo uno aprende mucho.",3.6
"La materia es movida y exigente, se aprende bastante pero tiene sus días pailas y comentarios zafadosPros: -Maneja bien el tema 
-tiene experiencia en el tema político y de conflicto colombianoCons:",4.0
Una persona extremamente arrogante y torpe! Imposible cualquier diálogo o solicitud para sanar dudas. Siempre tenemos que recorrer a sus pupilos que también son muy arrogantes.Pros: Absolutamente nada,2.0
"Es un desastre su clase, no se aprende nada y con seguridad se queda mal preparado pues ni siquiera deja lecturas para avanzar en algo. Es demasiado agresivo y grosero con los expositores, no deja terminar ni lo qu se va a decir cuando ya lo está atacando. Probablemente el peor profesor que he tenido.",1.6
"La materia ha ido mejorando y actualizando, se empezó a manejar el programa ERDAS que es una ventaja para lo que se viene en el futuro a la geografía, eso si como todo con Triana es de estar presente en todas las clases y presentarle todo.Pros: -Se ha estado actualizando el programaCons: -habla de una salida de campo que nunca hace",4.7
"Perdida de tiempo y de créditos, sobre todo en materias tan fundamentales, NO INSCRIBIR EN LO POSIBLE CON EL !!

PDA: una vez se durmió en la expo de una compañera  :ICons: -Cristiano radical
-Perezoso
-In puntual
-poca vocación",1.5
"Es un excelente docente, se toma muy en serio la parte de ser un profesor el cual esta dispuesto a brindar todo su conocimiento si así se lo exigen los estudiantes, motiva a ir mas allá del tres para aprobar, es llevarse unas buenas bases para el resto de la carrera y vida profesional.Pros: Explica muy bien, es organizado, meticuloso y sus clases van mas allá de leer dispositivas es hacer que se comprenda claramente todo lo que requiere en la asignatura",4.9
"La materia es exigente, es ya una costumbre que coja a un estudiante entre ojos sobre todo cuando no le asisten a las clases por salidas de campo que se crucen con la materia, se aprende bastante pero califica duro.Pros: Puntual 
Cons: -Temperamental 
-tiene preferencias (en las calificaciones)
-notas por debajo de 4 (en promedio)",4.5
Pros: Motiva a superarse,5.0
Sus clases se aprovechan mucho. Deja mucha lectura pero toda vale la pena.,3.9
"Excelente docente, domina completamente los temas de la clase y tiene buenas dinámicas de grupo.Pros: Dominio del tema
Clases amenas",5.0
La clase es muy densa pero se le saca bastante provecho.,4.9
"Excelente profesor, tiene paciencia, atiende fuera de la clases, mantiene informado a los estudiantes de como van en la materia, es exigente y puede parecer que es dificil la materia pero en realidad es muy fácil pasarla si eres responsable.Pros: Es muy organizado con los trabajos y las calificaciones 
Explica los temas minuciosamente
Toma muchas notas y da oportunidades",4.8
"Las clases son aburridas y se tratan de escuchar las opiniones del profesor, las lecturas durante el curso son pocas teniendo en cuenta la cantidad de tema que se debería manejar en el programa del curso. Cons: Tiene tintes políticos u religios. No es exigente.",2.0
"Los términos y teoría económica los maneja muy bien desde la parte de socióloga, vale la pena...Pros: -Se esmera bastante en incluir material y en sus clases
-PuntualCons: -Comentarios y forma de hablar algo golpeada pero se acostumbra",4.7
"De los peores profesores con los que me he topado en la Universidad.
En nuestra época, la clase se había vuelto un espacio en el que tocaba oírlo hablar y denigrar de distintas situaciones que afectaban a la Universidad o a la ciudad, de su ideología política y sus creencias religiosas.
Y cuidado con llevarle la contraria. A veces se hacía el bobo fomentando un ambiente debate pero tenía muy en cuenta a quienes le llevaban la contraria para tenerlos entre ojos y en las siguientes clases echarles vainazos.
Si hacen sus trabajos (que no sirven para nada y son poco interesantes), le medio leen las lecturas aburridas que deja y se limitan a participar sobre los temas de la clase, la va a dejar alta.Pros: No le rescato nada.Cons: -Intolerante
-Machista
-Irrespetuoso
-Atrevido
etc",1.5
"Pros: Sabe un montón, las cátedras son muy buenas Cons: Ya la edad lo afecta un poco, antes daba todo de el",4.2
Explica de una manera tediosa y es un poco desorganizado con los tiempos,3.2
Cons: Dice comentarios machistas repetidamente durante sus clases.,3.4
"Sus clases son aburridas y planas. A veces insulta si uno no piensa igual a él. Se remite a leer diapositivas. Durante 4 clases seguidas leyó la misma diapositiva la cual tenía 3 párrafos. Cómo académico puede ser bueno pero le falta método y carisma en sus clases. Pros: Dicta materias muy interesantes de gran importancia para nuestra formación. Conoce la importancia de las salidas de campo. Cons: Se deja llevar por sus sentimientos, juzga, no es objetivo respecto a sus estudiantes.",3.1
"Ya la edad le pega duro, tiene mucha experiencia por dirigir el ICA, en economía y tal, pero las clases son bastante aburridas y se aprende poco, por lo menos manejando la temática ambiental.Pros: -ExperienciaCons: -no hay control de llegada, la gente llega a la hora que quiere 
-poca motivación
-solo lectura de diapositivas",3.0
"Solo lee los slides y no sabe casi nada de Geomorfología. Desafortunadamente, es así con toda la Geografía Física del Departamento. Terrible y sin Geógrafos!",1.5
"El profesor es muy gentil y se empeña en que uno aprenda, por eso hace laboratorios extra para poder abarcar mejor todos los temas del curso, y los parciales no son difíciles (aunque son más de suerte).
Pros: Sabe mucho y responde a cualquier pregunta por simple que sea.
Si se estudia y se tiene suerte en los parciales prácticos la materia se puede dejar muy alta.Cons: La materia demanda mucho tiempo presencial.",5.0
"Excelente profesor de mineralogía óptica, explica genial. Lo único aburrido son las clases teóricas, pero eso se da más por el tema en sí y el salón oscuro donde la dictan. Las prácticas son genialesPros: Buena explicación
Puntual
Buena disposiciónCons: La voz es un poco arrulladora",5.0
"Es extremadamente humillante y es imposible saber si se va a pasar o no. Nunca da notas, mejor dicho coloca a voluntad. Lástima que esta clase sea obligatoria con él.Pros: SabeCons: Nunca da explicaciones claras de porqué tiene la nota que sacó.",1.6
"Profesor de Geología Estructural. Pros: Sabe bastante de Geología Estructural y Tectónica. Cons: Impuntual a morir. En clases de cuatro horas, llegaba a las tres horas a pasar asistencia, sin avisar de su retardo. No se le puede reclamar nada. No entrega las notas a tiempo. Los parciales pueden llegar a ser duros por ser tan puntuales, además que sólo da 30 min para ellos.",2.0
Parece que le asignaron el curso a última hora ya que las clases y el curso en general fue muy improvisado y desordenado. Pero los parciales fueron muy trabajables. Quizá el profesor sea mejor en las materias que en realidad dicta ya que probablemente nunca había dictado esta materia antes.,3.0
"Es un excelente profesor y así mismo es exigente son los estudiantes. Poseedor de un amplio conocimiento en su área,  es claro con los temas y proporciona ejemplos que facilitan el entendimiento de la clase.",5.0
"La estructura de la clase es clave, cátedras muy bien organizadas. Y en un departamento donde el factor denominador es lo contrario es valioso un docente de estas características. Se le nota el compromiso como docente e investigadora. Cuidado con molestar o no prestar atención en clase, ademas de perderse la explicación la profe lo puede coger entre ojos. Pros: Se toma el tiempo y la dedicación de dejar los temas claros en laboratorio. Cons: La clase teórica se pasa volando, debería volver haber petrologia ígnea.",4.5
"Buen profesor, exige bastante, pero es imparcial con las notas. No hay que dejarse coger entre ojos. Pros: Se le entiende todo.Cons: Exigente. Podría mejorar trato a sus estudiantes en algunas ocasiones.",4.0
"Profesor de Sedimentología. Simplemente, una gran asignatura, dictada por un gran geólogo. De lejos, el mejor profesor del departamento. Pros: -Excelente docente, con gran conocimiento y experiencia en Geología Sedimentaria.
-Siempre vela por el bienestar de sus estudiantes. 
-Muy amable. 
-Contextualiza mucho los temas y su importancia en lugares de Colombia y del mundo.Cons: -Las clases teóricas se tornan un poco pesadas y monótonas por la metodología del docente.
-Muy muy puntual. 
-Los parciales requieren bastante lectura previa. 
-Requiere buen tiempo adicional. para leer todo el material del curso y hacer los informes de laboratorio y núcleos.",5.0
"Buen profesor, se hace entender muy bien. Es muy comprometido con el aprendizaje de sus estudiantes. La materia es abordada desde la teoría (clases magistrales, exposiciones) y la práctica (fotos aéreas), por lo tanto, su contenido es muy completo.",4.5
"La profesora sabe mucho de rocas ígneas y aunque hace mucho énfasis en las secciones delgadas, es importante dedicarle tiempo a las muestras de mano. En los parciales prácticos hay que ser muy minucioso y decir todo lo que uno vea, y también cualquier nota es posible (puedes sacarte desde un 5 hasta un 0,5 en un parcial, así que cuidado) y la dificultad de estos es pura suerte (como en las mineralogías).Pros: Siempre resuelve dudas (así sea de mala gana).
No es rajona.
Los parciales teóricos no son duros (pero hay que estudiar).
Es puntual con las notas.Cons: A veces se va y deja a cargo al monitor, que de igual manera sabe bastante.",4.0
"Muy perezoso, aunque se nota que sabe bastante, intenta influenciar a sus estudiantes para que aprendan por su cuenta pero con su actitud no logra mucho. Califica duro aunque al final ayuda. Pros: Sabe bastante del tema. Cons: Pereza por dar clases. 
Asignatura sin orden. 
Se deja colgar con las fechas y no entrega a tiempo las notas.",4.0
"El profesor tiene mucha experiencia en campo, se aprende bastante.Pros: Este curso se lo toma con más seriedad que el de geomorfología.Cons: Con él las notas son una total incertidumbre.",3.0
"Profesor de campo IV. Muy buen profesor, con amplio conocimiento en geología sedimentaria. Pros: -Explica muy bien
-Muy práctico
-Pone muy buenos ejemplos
-Preocupado por el bienestar de los estudiantes
-Organizado y puntualCons: -Algo ""mico"" en campo",4.5
"Una nota de profesor! De los mejores que hay en el departamento. Vale mucho la pena tomar clase con él. Pros: -Explica muy bien
-Muy atento y amable
-Deja claro todo
-Se preocupa porque no queden dudasCons: -Lo único es que, a veces, es algo impuntual",5.0
Es una pésima profesora. No dicta clase y todo el trabajo es autónomo.,1.0
"La clase con ella es increíble y se aprende bastante. La profesora logra transmitir muy bien la pasión que siente por su trabajo e inspira a que los estudiantes se interesen por su área de interés.Pros: Es bastante receptiva ante el planteamiento de inquietudes, no lo trata a uno mal cuando uno no sabe algo. Simplemente no tolera que uno la embarre con cosas que ella ha repetido desde el principio.",5.0
"Es una muy buena profesora, se preocupaba mucho por que lo que explicaran los expositores invitados, haciendo aclaraciones al respecto entre sesiones, buscaba que los estudiantes tuvieran una buena nota en la catedra facilitandoles el acceso a los quices tarde, eliminando fallas que afectaran la nota gravemente.
La organizacion del curso estuvo muy bien hecha y no se encontraron errores en el procesoPros: Muy bien organizada
Tenia claridad en sus conceptos",5.0
"Profesor de Geometría Descriptiva. Pros: Amable. Desde que no se moleste en clase, es una materia agradable. Cons: Pasa las diapositivas muy rápido. No se devuelve, y tampoco suministra el material.",4.5
"Buen profesor, se preocupa por enseñar. De los mejores profesores de la facultad de geociencias. Una lástima que se fuera a MedellínPros: Explicación clara
Puntual
Buenos trabajos extra clase
No monótono",5.0
"Buena profesora, hace entretenidas las clases y sabe mucho; los laboratorios son difíciles y los parciales también, por eso esta materia, como muchas otras de geociencias, se debe tomar como de cuatro créditos y con cautelaPros: Buena explicación
Buenas presentaciones
Excelente oradora
Deja sacar copia en el parcialCons: algo escuelera
Parciales difíciles aun con copia
Laboratorios extenuantes",4.0
"Me parece el profesor más mediocre que he tenido hasta el momento. Sus clases consistían en leer diapositivas tomadas de otros profesores (las encontré en internet porque el no las suministra), repite parciales de semestres pasados y absolutamente todo lo califica la monitora.

Lo único que me agradó es que es un ""buen ser humano"", da reflexiones sobre la ética profesional y la búsqueda de la calidad interesantes, pero en relación a su materia es muy mal docente
Pros: Amable
Se deja altaCons: No va a ser una experiencia nada agradable si el objetivo es aprender y no solo pasar",2.0
"Hubo dificultades en cuanto a la asistencia la mayor parte del tiempo. A pesar de la disposición del docente para dar la clase, el espacio no era el adecuado ya que dificultaba mucho la concentración. Pros: Los parciales eran sencillos si se estudiaban las diapositivas que enviaba por correo.

El trabajo grupal de precipitaciones y escorrentias es el más ameno de la asignatura.  Cons: Tuvimos pocas clases magistrales pues el docente era también director del programa de Geología.

Las clases fueron en filminas con información que no se sabe con certeza si esté actualizada.",3.0
"Gran profesor. Se preocupa por el bienestar y aprendizaje de sus estudiantes en campo. Pros: -Puntual
-Claro en lo que pide
-Explica muy bienCons: -Nada",5.0
"Profesor de Introducción a la Sismología. Pros: -Sabe mucho
-Muy amable con los estudiantes
-Puntual
Cons: -Le falta explicar con más detalle cómo hacer los talleres pesados que deja
-Le falta ser claro en cómo se evaluará el curso",3.5
"Profesor de Métodos Geofísicos. En general, buen docente, atento con sus estudiantes, y siempre dispuesto a ayudar de la mejor forma. Pros: -Explica bien, sencillo, de tal forma que todos entiendan. 
-Hace las clases muy agradables.
-Muestra algunos instrumentos de prospección básicos en clase.
-Es suave calificando, no le importa tanto la nota, sino que uno aprenda. 
-Enseña a usar varios programas útiles en geofísica.
-Amable al resolver dudas e inquietudes. Cons: -A veces omite matemática esencial para entender algunos fenómenos geofísicos, no porque no sepa, sino porque ""los geólogos no necesariamente tenemos por qué saberla..."". 
-Bastante puntual, hace quiz siempre comenzando la clase.",4.0
El profesor no le aportó nada a la materia. Es muy cuchilla con los parciales y trabajos. No tiene consideración con los alumnos.,2.0
"Profesora de Petrografía Metamórfica. Las clases de laboratorio son bastantes provechosas. Es necesario preguntarle bastante para aclarar todas las dudas posibles de las muestras. Pros: -Los laboratorios son muy buenos. 
-Tiene mucho conocimiento en metamorfismo en Colombia.
-Se ven muestras excepcionales. 

Cons: -Va demasiado rápido en las clases teóricas, dejando bastantes dudas. 
-El monitor no era muy amable al atender dudas e inquietudes. 
-Requiere bastante dedicación fuera del aula para dejar la asignatura alta.",4.0
"De los mejores profesores que habían en el departamento de la sede Bogotá.
Una lástima que se haya ido para Medellín.
Es muy exigente. Él sabe quiénes son vagos desde el principio, quienes no sienten interés por la clase y quiénes van sólo por ir. Ojo con eso, porque él quizás se hace el loco pero a la hora de evaluar, es duro.
Pros: Muy amable y didáctico. Aprendí mucho en el campo I que él dictó.",5.0
"Un profesor que prepara sus clases y sabe de que habla, como persona deja  mucho que desearPros: Conoce el tema, es dedicadoCons: Mal calificador, tiene preferidos a los que les va bien, es fácil que te coja entre ojos y no sea justo con los examenes/notas",3.0
